lemma,clue,source
ivoire,Défense d'éléphant,bliss-authored
ivoire,Matière blanche des dents,bliss-authored
libérer,Affranchir d'une entrave,bliss-authored
libérer,Relâcher un prisonnier,bliss-authored
rotor,Partie tournante d'un moteur,bliss-authored
rotor,Hélice d'hélicoptère,bliss-authored
alourdir,Rendre plus pesant,bliss-authored
alourdir,Augmenter le poids,bliss-authored
ananas,Fruit tropical,bliss-authored
ananas,Fruit à écorce épineuse,bliss-authored
cage,Prison à oiseaux,bliss-authored
cage,"But de football, familièrement",bliss-authored
taxer,Frapper d'un impôt,bliss-authored
taxer,Accuser de quelque chose,bliss-authored
revers,Côté opposé à l'endroit,bliss-authored
revers,"Coup de raquette contraire, au tennis",bliss-authored
dune,Colline de sable,bliss-authored
dune,Relief du désert,bliss-authored
trial,Moto tout-terrain,bliss-authored
trial,"Épreuve sur obstacles, à moto",bliss-authored
alfa,Graminée d'Afrique du Nord,bliss-authored
alfa,Le « A » de l'alphabet aviation,bliss-authored
trias,Première période du secondaire,bliss-authored
trias,Époque géologique ancienne,bliss-authored
levier,Barre pour soulever,bliss-authored
levier,Bras de commande,bliss-authored
algo,Suite d'instructions (abrév.),bliss-authored
algo,"Méthode de calcul, familièrement",bliss-authored
acidité,Saveur piquante,bliss-authored
acidité,Taux de pH faible,bliss-authored
glapir,"Crier, pour le renard",bliss-authored
glapir,Pousser des cris aigus,bliss-authored
saison,Quart de l'année,bliss-authored
saison,Période climatique,bliss-authored
môme,"Enfant, familièrement",bliss-authored
môme,Gamin,bliss-authored
ovale,Forme allongée arrondie,bliss-authored
ovale,"Ballon de rugby, par sa forme",bliss-authored
livret,Petit carnet,bliss-authored
livret,Paroles d'un opéra,bliss-authored
tierce,Intervalle musical,bliss-authored
tierce,"Troisième, au féminin",bliss-authored
signer,Apposer son paraphe,bliss-authored
signer,Parapher un document,bliss-authored
détruire,Anéantir,bliss-authored
détruire,Réduire à néant,bliss-authored
ascèse,Discipline spirituelle,bliss-authored
ascèse,Privation volontaire,bliss-authored
gens,Personnes,bliss-authored
gens,Foule d'individus,bliss-authored
moisi,Couvert de champignons,bliss-authored
moisi,Gâté par l'humidité,bliss-authored
degré,Unité de température,bliss-authored
degré,"Échelon, niveau",bliss-authored
aplatir,Rendre plat,bliss-authored
aplatir,Écraser,bliss-authored
bore,Élément chimique B,bliss-authored
bore,Métalloïde numéro 5,bliss-authored
écurie,Logis des chevaux,bliss-authored
écurie,Team en sport auto,bliss-authored
héron,Échassier au long bec,bliss-authored
héron,Oiseau des marais,bliss-authored
usurper,S'emparer illégalement,bliss-authored
usurper,Ravir un titre,bliss-authored
approprier,Rendre convenable,bliss-authored
approprier,Faire sien,bliss-authored
culée,Appui de pont,bliss-authored
culée,Massif d'ancrage d'un pont,bliss-authored
virée,"Balade, sortie",bliss-authored
virée,Excursion rapide,bliss-authored
rouage,Pièce d'un mécanisme,bliss-authored
rouage,Élément d'engrenage,bliss-authored
renouveler,Rendre neuf,bliss-authored
renouveler,Recommencer,bliss-authored
ruisseler,Couler en filets,bliss-authored
ruisseler,Dégouliner,bliss-authored
purger,"Vider, nettoyer",bliss-authored
purger,Subir une peine,bliss-authored
norme,Règle établie,bliss-authored
norme,Standard à respecter,bliss-authored
avertir,Prévenir d'un danger,bliss-authored
avertir,Mettre en garde,bliss-authored
empire,Vaste État,bliss-authored
empire,Domination absolue,bliss-authored
déci,Préfixe pour un dixième,bliss-authored
déci,Dixième d'une unité,bliss-authored
ordre,Commandement,bliss-authored
ordre,"Rangement, discipline",bliss-authored
frais,Un peu froid,bliss-authored
frais,"Dépenses, coûts",bliss-authored
emmener,Conduire avec soi,bliss-authored
emmener,Entraîner quelque part,bliss-authored
apôtre,Disciple du Christ,bliss-authored
apôtre,Propagateur d'une idée,bliss-authored
crever,Éclater,bliss-authored
crever,Percer un pneu,bliss-authored
salle,Pièce d'un bâtiment,bliss-authored
salle,Local de réunion,bliss-authored
tante,Sœur du père,bliss-authored
tante,Femme de l'oncle,bliss-authored
déverser,Vider un liquide,bliss-authored
déverser,Répandre en masse,bliss-authored
parure,Ensemble de bijoux,bliss-authored
parure,"Ornement, atours",bliss-authored
genou,Articulation de la jambe,bliss-authored
genou,Milieu du membre inférieur,bliss-authored
lune,Satellite de la Terre,bliss-authored
lune,Astre des nuits,bliss-authored
panier,Corbeille d'osier,bliss-authored
panier,But au basket,bliss-authored
réalité,Le monde concret,bliss-authored
réalité,Ce qui existe vraiment,bliss-authored
égide,"Protection, patronage",bliss-authored
égide,Bouclier de Zeus,bliss-authored
drôle,Amusant,bliss-authored
drôle,"Bizarre, étrange",bliss-authored
accentuer,"Renforcer, souligner",bliss-authored
accentuer,Marquer davantage,bliss-authored
giron,Creux des genoux assis,bliss-authored
giron,Sein d'une famille,bliss-authored
soupe,Potage,bliss-authored
soupe,Bouillon de légumes,bliss-authored
prédire,Annoncer l'avenir,bliss-authored
prédire,Prophétiser,bliss-authored
sourd,Qui n'entend pas,bliss-authored
sourd,Bruit étouffé,bliss-authored
soirée,Fin de journée,bliss-authored
soirée,Réception nocturne,bliss-authored
pmu,Paris hippiques (sigle),bliss-authored
pmu,"Turf, jeux de courses",bliss-authored
admirer,Contempler avec ravissement,bliss-authored
admirer,Trouver merveilleux,bliss-authored
remédier,Porter secours à,bliss-authored
remédier,Apporter une solution,bliss-authored
dent,Organe de la mâchoire,bliss-authored
dent,Pointe d'une scie,bliss-authored
femme,Être humain féminin,bliss-authored
femme,Épouse,bliss-authored
séduire,"Charmer, plaire",bliss-authored
séduire,Attirer irrésistiblement,bliss-authored
rebâtir,Reconstruire,bliss-authored
rebâtir,Relever des ruines,bliss-authored
joue,Côté du visage,bliss-authored
joue,Partie de la figure,bliss-authored
dérober,Voler,bliss-authored
dérober,Soustraire furtivement,bliss-authored
boîte,Récipient à couvercle,bliss-authored
boîte,"Entreprise, familièrement",bliss-authored
sitin,Manifestation assise (mot anglais),bliss-authored
sitin,Occupation immobile de protestation,bliss-authored
rendu,Restitué,bliss-authored
rendu,Arrivé à destination,bliss-authored
routier,Chauffeur de camion,bliss-authored
routier,Relatif aux routes,bliss-authored
haranguer,Discourir avec véhémence,bliss-authored
haranguer,Adresser un long discours,bliss-authored
alarme,Signal de danger,bliss-authored
alarme,Vive inquiétude,bliss-authored
zeus,Roi des dieux grecs,bliss-authored
zeus,Maître de l'Olympe,bliss-authored
flan,Crème renversée,bliss-authored
flan,Entremets aux œufs,bliss-authored
rôde,Erre autour,bliss-authored
rôde,Va et vient en guettant,bliss-authored
ratifier,Approuver officiellement,bliss-authored
ratifier,Confirmer un traité,bliss-authored
azote,Gaz de l'air (N),bliss-authored
azote,Élément numéro 7,bliss-authored
perle,Joyau de l'huître,bliss-authored
perle,Bille de collier,bliss-authored
austère,"Sévère, rigoureux",bliss-authored
austère,Sans ornement,bliss-authored
encens,Résine odorante,bliss-authored
encens,Parfum d'église,bliss-authored
extra,"Excellent, superbe",bliss-authored
extra,Personnel d'appoint,bliss-authored
régénérer,Redonner vie,bliss-authored
régénérer,Renouveler les tissus,bliss-authored
hall,Grand vestibule,bliss-authored
hall,Salle d'accueil,bliss-authored
aigre,Acide au goût,bliss-authored
aigre,Ton acerbe,bliss-authored
comte,Titre de noblesse,bliss-authored
comte,Rang nobiliaire ancien,bliss-authored
pieu,Poteau enfoncé,bliss-authored
pieu,"Lit, familièrement",bliss-authored
rôle,Personnage joué,bliss-authored
rôle,"Fonction, mission",bliss-authored
colorer,Donner une teinte,bliss-authored
colorer,Mettre en couleur,bliss-authored
tolérer,"Supporter, admettre",bliss-authored
tolérer,Laisser faire,bliss-authored
jouer,S'amuser,bliss-authored
jouer,Interpréter un rôle,bliss-authored
nature,Le monde vivant,bliss-authored
nature,"Caractère, tempérament",bliss-authored
exclu,Mis à l'écart,bliss-authored
exclu,Rejeté d'un groupe,bliss-authored
amande,Fruit à coque verte,bliss-authored
amande,"Graine du noyau, oléagineuse",bliss-authored
déduire,Conclure logiquement,bliss-authored
déduire,Soustraire d'un total,bliss-authored
édifier,Construire,bliss-authored
édifier,Instruire moralement,bliss-authored
hâte,Empressement,bliss-authored
hâte,Grande précipitation,bliss-authored
crève,"Grosse fatigue, familièrement",bliss-authored
crève,Éclate sous la pression,bliss-authored
dièse,Signe musical,bliss-authored
dièse,Altération élevant d'un demi-ton,bliss-authored
essuyer,Sécher en frottant,bliss-authored
essuyer,Subir un revers,bliss-authored
social,Relatif à la société,bliss-authored
social,Qui concerne le bien commun,bliss-authored
pipe,Objet du fumeur,bliss-authored
pipe,Bouffarde,bliss-authored
avorter,"Échouer, ne pas aboutir",bliss-authored
avorter,Interrompre une grossesse,bliss-authored
atout,Carte maîtresse,bliss-authored
atout,Avantage sérieux,bliss-authored
classer,Ranger par ordre,bliss-authored
classer,Mettre en catégorie,bliss-authored
savane,Plaine d'Afrique,bliss-authored
savane,Prairie tropicale,bliss-authored
ange,Messager céleste,bliss-authored
ange,Être aux ailes blanches,bliss-authored
enfer,Séjour des damnés,bliss-authored
enfer,Royaume du diable,bliss-authored
crème,Dessus du lait,bliss-authored
crème,Le meilleur du meilleur,bliss-authored
docu,Film sur le réel,bliss-authored
docu,Reportage abrégé,bliss-authored
éveil,Sortie du sommeil,bliss-authored
éveil,Prise de conscience,bliss-authored
firme,Grande entreprise,bliss-authored
firme,Société commerciale,bliss-authored
terreur,Grande frayeur,bliss-authored
terreur,Épouvante,bliss-authored
remise,Rabais sur un prix,bliss-authored
remise,Local à outils,bliss-authored
gerbe,Botte de blé,bliss-authored
gerbe,Bouquet de fleurs,bliss-authored
derme,Couche profonde de la peau,bliss-authored
derme,Tissu vivant de la peau,bliss-authored
atome,Particule élémentaire,bliss-authored
atome,Plus petit élément,bliss-authored
theta,Lettre grecque,bliss-authored
theta,Huitième de l'alphabet grec,bliss-authored
clef,Ouvre la serrure,bliss-authored
clef,Solution d'une énigme,bliss-authored
marcher,Aller à pied,bliss-authored
marcher,"Fonctionner, pour un appareil",bliss-authored
mica,Minéral brillant,bliss-authored
mica,Roche feuilletée,bliss-authored
piller,Mettre à sac,bliss-authored
piller,Dévaliser,bliss-authored
clip,Court film musical,bliss-authored
clip,Bijou qui se pince,bliss-authored
ethnie,Groupe humain,bliss-authored
ethnie,Communauté de culture,bliss-authored
hêtre,Arbre des forêts,bliss-authored
hêtre,Bois clair et dur,bliss-authored
anus,Orifice du tube digestif,bliss-authored
anus,Fin de l'intestin,bliss-authored
baril,Tonneau de pétrole,bliss-authored
baril,Unité pour le brut,bliss-authored
rivage,Bord de mer,bliss-authored
rivage,Ligne du littoral,bliss-authored
promouvoir,Faire avancer en grade,bliss-authored
promouvoir,Mettre en avant,bliss-authored
aspect,"Air, apparence",bliss-authored
aspect,Point de vue,bliss-authored
ignorer,Ne pas savoir,bliss-authored
ignorer,Faire mine de ne pas voir,bliss-authored
indu,Non dû,bliss-authored
indu,Injustifié,bliss-authored
yuan,Monnaie chinoise,bliss-authored
yuan,Devise de Pékin,bliss-authored
utiliser,Se servir de,bliss-authored
utiliser,Faire usage de,bliss-authored
acoup,Secousse brutale,bliss-authored
acoup,Mouvement saccadé,bliss-authored
infini,Sans limite,bliss-authored
infini,Immense,bliss-authored
ivg,Avortement volontaire,bliss-authored
ivg,Sigle de gynécologie,bliss-authored
regarnir,Remplir de nouveau,bliss-authored
regarnir,Fournir à nouveau,bliss-authored
enclin,Porté à,bliss-authored
enclin,Disposé à,bliss-authored
brio,"Éclat, virtuosité",bliss-authored
brio,Vivacité talentueuse,bliss-authored
ménager,Traiter avec égard,bliss-authored
ménager,Économiser ses forces,bliss-authored
roman,Long récit de fiction,bliss-authored
roman,Style d'église médiévale,bliss-authored
règne,Durée d'un roi,bliss-authored
règne,Domination absolue,bliss-authored
entériner,Valider officiellement,bliss-authored
entériner,Confirmer un accord,bliss-authored
bain,Trempette dans l'eau,bliss-authored
bain,Immersion complète,bliss-authored
round,Reprise de boxe,bliss-authored
round,Manche d'un combat,bliss-authored
sérieux,Peu porté à rire,bliss-authored
sérieux,Digne de confiance,bliss-authored
mardi,Jour de la semaine,bliss-authored
mardi,Avant le mercredi,bliss-authored
phrase,Suite de mots,bliss-authored
phrase,Unité de la grammaire,bliss-authored
banc,Siège de jardin,bliss-authored
banc,Groupe de poissons,bliss-authored
fouler,Presser du pied,bliss-authored
fouler,Tordre sa cheville,bliss-authored
curé,Prêtre de paroisse,bliss-authored
curé,Homme d'Église,bliss-authored
radar,Détecteur de vitesse,bliss-authored
radar,Œil du gendarme,bliss-authored
laiton,Alliage de cuivre,bliss-authored
laiton,Cuivre jaune,bliss-authored
athée,Sans dieu,bliss-authored
athée,Qui nie Dieu,bliss-authored
percée,Ouverture dans un front,bliss-authored
percée,Avancée soudaine,bliss-authored
fumer,Aspirer du tabac,bliss-authored
fumer,Dégager des volutes,bliss-authored
oncle,Frère du père,bliss-authored
oncle,Mari de la tante,bliss-authored
soucier,Se préoccuper,bliss-authored
soucier,Se tourmenter pour,bliss-authored
élargir,Rendre plus large,bliss-authored
élargir,Libérer un prisonnier,bliss-authored
mûrier,Arbre nourrissant le ver à soie,bliss-authored
mûrier,Arbre fruitier à baies noires,bliss-authored
aliter,Contraindre au lit,bliss-authored
aliter,Garder couché,bliss-authored
rompu,Cassé net,bliss-authored
rompu,Très fatigué,bliss-authored
math,Science des nombres,bliss-authored
math,Matière de calcul,bliss-authored
losc,Club de football du Nord,bliss-authored
losc,Les Dogues,bliss-authored
trouée,Ouverture dans une haie,bliss-authored
trouée,Passage dégagé,bliss-authored
loup,Prédateur des forêts,bliss-authored
loup,Cousin du chien,bliss-authored
offrir,Faire cadeau,bliss-authored
offrir,Proposer,bliss-authored
archet,Baguette du violoniste,bliss-authored
archet,Tige à crins,bliss-authored
siècle,Cent ans,bliss-authored
siècle,Longue époque,bliss-authored
demeurer,Rester en place,bliss-authored
demeurer,Habiter un lieu,bliss-authored
médiastinal,De la région entre les poumons,bliss-authored
médiastinal,Adjectif d'anatomie thoracique,bliss-authored
guerre,Conflit armé,bliss-authored
guerre,Contraire de paix,bliss-authored
hardi,Audacieux,bliss-authored
hardi,Sans peur,bliss-authored
lèvre,Bord de la bouche,bliss-authored
lèvre,Elle peut être charnue,bliss-authored
écueil,Rocher sous l'eau,bliss-authored
écueil,Obstacle imprévu,bliss-authored
carnassier,Mangeur de viande,bliss-authored
carnassier,Animal prédateur,bliss-authored
clarté,Lumière vive,bliss-authored
clarté,Netteté d'un propos,bliss-authored
malle,Grand coffre de voyage,bliss-authored
malle,Bagage rigide,bliss-authored
stationner,Garer un véhicule,bliss-authored
stationner,Rester à l'arrêt,bliss-authored
action,Titre de bourse,bliss-authored
action,Fait d'agir,bliss-authored
flûte,Instrument à vent,bliss-authored
flûte,Pain long et fin,bliss-authored
faute,Erreur commise,bliss-authored
faute,Manquement aux règles,bliss-authored
réacteur,Moteur d'avion,bliss-authored
réacteur,Cœur d'une centrale,bliss-authored
fureur,Colère violente,bliss-authored
fureur,Grand engouement,bliss-authored
envisager,Prendre en compte,bliss-authored
envisager,Songer à faire,bliss-authored
espion,Agent secret,bliss-authored
espion,Voleur de secrets,bliss-authored
quitter,S'en aller de,bliss-authored
quitter,Abandonner un lieu,bliss-authored
prospecter,Chercher des clients,bliss-authored
prospecter,Explorer un sol,bliss-authored
statuer,Rendre un jugement,bliss-authored
statuer,Décider en justice,bliss-authored
centraliser,Réunir en un seul lieu,bliss-authored
centraliser,Regrouper les pouvoirs,bliss-authored
avoué,Officier de justice,bliss-authored
avoué,Reconnu ouvertement,bliss-authored
accélérer,Aller plus vite,bliss-authored
accélérer,Presser le mouvement,bliss-authored
paramédical,Auxiliaire de la santé,bliss-authored
paramédical,Autour de la médecine,bliss-authored
idéaliser,Rendre parfait,bliss-authored
idéaliser,Embellir à l'excès,bliss-authored
topo,Bref exposé,bliss-authored
topo,Petit laïus,bliss-authored
filet,Morceau de viande,bliss-authored
filet,Piège du pêcheur,bliss-authored
détester,Ne pas supporter,bliss-authored
détester,Avoir en horreur,bliss-authored
filer,Aller très vite,bliss-authored
filer,Transformer en fil,bliss-authored
frisson,Tremblement de froid,bliss-authored
frisson,Sensation de peur,bliss-authored
espace,Étendue vide,bliss-authored
espace,Cosmos,bliss-authored
arpent,Ancienne mesure agraire,bliss-authored
arpent,Surface de champ,bliss-authored
tarir,Cesser de couler,bliss-authored
tarir,S'assécher,bliss-authored
émettre,Diffuser un signal,bliss-authored
émettre,Produire des sons,bliss-authored
poser,Placer quelque part,bliss-authored
poser,Installer à un endroit,bliss-authored
para,Militaire aéroporté,bliss-authored
para,Combattant sauté d'avion,bliss-authored
lame,Fer tranchant,bliss-authored
lame,Ondulation marine,bliss-authored
ivre,Sous l'effet de l'alcool,bliss-authored
ivre,En état d'ébriété,bliss-authored
férir,"Frapper, jadis",bliss-authored
férir,"Porter un coup, au sens ancien",bliss-authored
merci,Formule de gratitude,bliss-authored
merci,"Bonté, pitié d'antan",bliss-authored
orga,"Structure, en abrégé",bliss-authored
orga,"Groupement, familièrement",bliss-authored
pendre,Accrocher en hauteur,bliss-authored
pendre,Laisser tomber vers le bas,bliss-authored
dériver,Flotter au gré du courant,bliss-authored
dériver,Découler logiquement,bliss-authored
euro,Monnaie à douze étoiles,bliss-authored
euro,Devise de la BCE,bliss-authored
tech,Relatif à l'informatique de pointe,bliss-authored
tech,"Secteur numérique, familièrement",bliss-authored
cent,Dix fois dix,bliss-authored
cent,Pièce d'un sou,bliss-authored
plain,"Uni, sans relief, jadis",bliss-authored
plain,"Égal et plat, au sens ancien",bliss-authored
porter,Tenir dans ses bras,bliss-authored
porter,Avoir sur soi,bliss-authored
reposer,Délasser,bliss-authored
reposer,Être inhumé,bliss-authored
renouer,Reprendre contact,bliss-authored
renouer,Rattacher les liens,bliss-authored
reprendre,Recommencer,bliss-authored
reprendre,Corriger quelqu'un,bliss-authored
élancer,Bondir en avant,bliss-authored
élancer,Causer une douleur vive,bliss-authored
emplir,Rendre plein,bliss-authored
emplir,Occuper tout l'espace,bliss-authored
déposer,Laisser en garde,bliss-authored
déposer,Renverser du pouvoir,bliss-authored
trad,"Folklorique, en bref",bliss-authored
trad,"Musique du terroir, familièrement",bliss-authored
couler,Sombrer dans l'eau,bliss-authored
couler,"Se déplacer, pour un fluide",bliss-authored
sono,"Système de son, familièrement",bliss-authored
sono,Matériel de diffusion audio,bliss-authored
expo,"Salon, familièrement",bliss-authored
expo,"Présentation d'œuvres, en bref",bliss-authored
colon,Pionnier d'un territoire,bliss-authored
colon,Gros intestin,bliss-authored
ressortir,Se détacher nettement,bliss-authored
ressortir,Relever d'une compétence,bliss-authored
prince,Fils de roi,bliss-authored
prince,Altesse royale,bliss-authored
clic,Pression sur la souris,bliss-authored
clic,Bruit sec et bref,bliss-authored
